candidate_id	best_target	similarity	citation_match	bib_match	evidence_url	confidence_note
acta-physiologica	elsevier-with-titles	1.0000	0.0000	0.0000	https://onlinelibrary.wiley.com/page/journal/17481716/homepage/forauthors.html	found in CSL metadata
acta-polytechnica	ieee	1.0000	0.5000	0.0000	http://www.cvut.cz/en/facilities/ph/ap/resolveuid/a1a4420631dd2b61eff7a823f4b4f949	found in CSL metadata
acta-scientiae-veterinariae	elsevier-with-titles	1.0000	0.9500	0.0000	http://www.ufrgs.br/actavet/instrucoes.htm	found in CSL metadata
acta-societatis-botanicorum-poloniae	elsevier-with-titles	1.0000	1.0000	0.0000	https://pbsociety.org.pl/journals/index.php/asbp/about/submissions#authorGuidelines	found in CSL metadata
advanced-functional-materials	elsevier-with-titles	1.0000	1.0000	0.0000	https://advanced.onlinelibrary.wiley.com/hub/journal/16163028/author-guidelines	found in CSL metadata
advanced-pharmaceutical-bulletin	american-medical-association	1.0000	1.0000	0.0000	https://apb.tbzmed.ac.ir/InstructionsforAuthors	found in CSL metadata
advanced-science	elsevier-with-titles	1.0000	1.0000	0.0000	https://onlinelibrary.wiley.com/page/journal/21983844/homepage/author-guidelines	found in CSL metadata
advances-in-alzheimers-disease	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.scirp.org/journal/ForAuthors.aspx?JournalID=1408	found in CSL metadata
advances-in-complex-systems	elsevier-with-titles	1.0000	0.9500	0.0000	http://www.worldscinet.com/acs/mkt/guidelines.shtml	found in CSL metadata
aerosol-and-air-quality-research	elsevier-harvard	1.0000	1.0000	0.0000	https://aaqr.org/page/instructions-for-authors	found in CSL metadata
aerosol-science-and-technology	elsevier-harvard	1.0000	0.1000	0.0000	http://www.tandfonline.com/action/authorSubmission?journalCode=uast20&amp;page=instructions	found in CSL metadata
aerospace-medicine-and-human-performance	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.asma.org/journal/submit-an-article	found in CSL metadata
african-journal-of-food-agriculture-nutrition-development	elsevier-with-titles	1.0000	0.7500	0.0000	https://www.ajfand.net/AJFAND/informationtoauthors.html#gsc.tab=0	found in CSL metadata
african-online-scientific-information-systems-vancouver	elsevier-with-titles	1.0000	0.0000	0.0000	https://safpj.co.za/index.php/safpj/pages/view/submission-guidelines#part_1	found in CSL metadata
african-zoology	elsevier-harvard	1.0000	0.0500	0.0000	https://journals.co.za/upload/Guidelines_for_Authors/afzoo_auth.pdf	found in CSL metadata
aging-and-disease	elsevier-with-titles	1.0000	0.7500	0.0000	http://www.aginganddisease.org/EN/column/column217.shtml	found in CSL metadata
aging	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.aging-us.com/for-authors	found in CSL metadata
agriculturae-conspectus-scientificus	elsevier-harvard	1.0000	1.0000	0.0000	https://acs.agr.hr/acs/index.php/acs/about/submissions#authorGuidelines	found in CSL metadata
aids	elsevier-with-titles	1.0000	1.0000	0.0000	http://edmgr.ovid.com/aids/accounts/ifauth.htm	found in CSL metadata
aims-press	elsevier-with-titles	1.0000	1.0000	0.0000	https://www.aimspress.com/news/140.html	found in CSL metadata
alcoholism-clinical-and-experimental-research	elsevier-harvard	1.0000	1.0000	0.0000	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1530-0277/homepage/ForAuthors.html	found in CSL metadata
allergology-international	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.elsevier.com/journals/allergology-international/1323-8930/guide-for-authors	found in CSL metadata
allergy	elsevier-with-titles	1.0000	0.0000	0.0000	http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291398-9995/homepage/ForAuthors.html	found in CSL metadata
american-association-for-cancer-research	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.aacrjournals.org/site/InstrAuthors/ifora.xhtml#references	found in CSL metadata
american-chemical-society	elsevier-with-titles	1.0000	0.0000	0.0000	https://doi.org/10.1021/acsguide.40303	found in CSL metadata
american-fisheries-society	elsevier-harvard	1.0000	0.0500	0.0000	http://fisheries.org/docs/pub_stylefl.pdf	found in CSL metadata
american-heart-association	elsevier-with-titles	1.0000	0.0000	0.0000	http://my.americanheart.org/professional/Research/FundingOpportunities/SupportingInformation/Literature-Cited_UCM_320683_Article.jsp#.TxfjyVGJGHU	found in CSL metadata
american-institute-of-aeronautics-and-astronautics	elsevier-with-titles	1.0000	1.0000	0.0000	https://www.aiaa.org/publications/journals/reference-style-and-format	found in CSL metadata
american-institute-of-physics	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.aip.org/pubservs/style/4thed/toc.html	found in CSL metadata
american-journal-of-climate-change	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.scirp.org/journal/ajcc/	found in CSL metadata
american-journal-of-health-behavior	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.ajhb.org/submission/guidelines.htm	found in CSL metadata
american-journal-of-plant-sciences	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.scirp.org/journal/ajps/	found in CSL metadata
american-journal-of-respiratory-and-critical-care-medicine	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.atsjournals.org/page/AJRCCM/instructions_for_contributors	found in CSL metadata
american-journal-of-sonography	elsevier-with-titles	1.0000	1.0000	0.0000	https://americanjs.com/instructions-for-authors.php	found in CSL metadata
american-journal-of-translational-research	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.ajtr.org/guidelines.html	found in CSL metadata
american-medical-association-alphabetical	american-medical-association	1.0000	0.9500	1.0000	https://academic.oup.com/amamanualofstyle	found in CSL metadata
american-medical-association-brackets	american-medical-association	1.0000	0.0000	1.0000	https://academic.oup.com/amamanualofstyle	found in CSL metadata
american-medical-association-no-et-al	american-medical-association	1.0000	1.0000	1.0000	https://academic.oup.com/amamanualofstyle	found in CSL metadata
american-medical-association-no-url-alphabetical	american-medical-association	1.0000	0.9500	1.0000	https://academic.oup.com/amamanualofstyle	found in CSL metadata
american-medical-association-no-url	american-medical-association	1.0000	1.0000	1.0000	https://academic.oup.com/amamanualofstyle	found in CSL metadata
american-medical-association-parentheses	american-medical-association	1.0000	0.0000	1.0000	https://academic.oup.com/amamanualofstyle	found in CSL metadata
american-meteorological-society	springer-basic-author-date	1.0000	0.9000	0.0000	https://www.ametsoc.org/ams/index.cfm/publications/authors/journal-and-bams-authors/formatting-and-manuscript-components/references/	found in CSL metadata
american-mineralogist	elsevier-harvard	1.0000	0.1000	0.0000	http://www.minsocam.org/msa/AmMin/All_About_References.html	found in CSL metadata
american-nuclear-society	elsevier-with-titles	1.0000	0.0000	0.0000	http://cdn.ans.org/pubs/journals/fst/docs/fst-ref-style.pdf	found in CSL metadata
american-physiological-society	elsevier-with-titles	1.0000	0.0000	0.0000	https://journals.physiology.org/author-info.references	found in CSL metadata
american-society-for-microbiology	elsevier-with-titles	1.0000	0.0000	0.0000	https://journals.asm.org/references	found in CSL metadata
american-society-of-civil-engineers	springer-basic-author-date	1.0000	0.5000	0.0000	https://ascelibrary.org/author-center/journal#peer-review-process	found in CSL metadata
american-society-of-mechanical-engineers	elsevier-with-titles	1.0000	1.0000	0.0000	https://www.asme.org/publications-submissions/journals/information-for-authors/journal-guidelines/references	found in CSL metadata
american-statistical-association	springer-basic-author-date	1.0000	0.5000	0.0000	http://amstat.tfjournals.com/asa-style-guide/	found in CSL metadata
anaesthesia	elsevier-with-titles	1.0000	1.0000	0.0000	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2044/homepage/ForAuthors.html	found in CSL metadata
analytical-sciences	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.jsac.or.jp/analsci/data/instr/InstAuthor-13-1.pdf	found in CSL metadata
anesthesiology	elsevier-with-titles	1.0000	0.0000	0.0000	https://pubs.asahq.org/anesthesiology/pages/instructions-for-authors-general#references	found in CSL metadata
angiologia	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.elsevier.com/journals/angiologia/0003-3170/guide-for-authors	found in CSL metadata
animal-migration	elsevier-with-titles	1.0000	0.7500	0.0000	https://www.degruyter.com/view/supplement/s20848838_Instruction_for_Authors.pdf	found in CSL metadata
animal-welfare	elsevier-harvard	1.0000	0.0500	0.0000	https://www.ufaw.org.uk/the-ufaw-journal/instructions-for-authors	found in CSL metadata
animal	elsevier-harvard	1.0000	0.8000	1.0000	https://www.sciencedirect.com/journal/animal/publish/guide-for-authors	found in CSL metadata
annals-of-allergy-asthma-and-immunology	american-medical-association	1.0000	1.0000	0.0000	https://www.elsevier.com/journals/annals-of-allergy-asthma-and-immunology/1081-1206/guide-for-authors#References	found in CSL metadata
annals-of-behavioral-medicine	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.springer.com/medicine/journal/12160#	found in CSL metadata
annals-of-biomedical-engineering	elsevier-with-titles	1.0000	0.7500	0.0000	https://link.springer.com/journal/10439/submission-guidelines	found in CSL metadata
annals-of-eye-science	elsevier-with-titles	1.0000	0.0000	0.0000	https://aes.amegroups.com/pages/view/guidelines-for-authors	found in CSL metadata
annals-of-neurology	elsevier-with-titles	1.0000	0.0000	0.0000	http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291531-8249/homepage/ForAuthors.html	found in CSL metadata
annals-of-oncology	elsevier-with-titles	1.0000	0.0000	0.0000	https://www.elsevier.com/journals/annals-of-oncology/0923-7534/guide-for-authors	found in CSL metadata
annals-of-public-and-cooperative-economics	elsevier-harvard	1.0000	0.0500	0.0000	https://onlinelibrary.wiley.com/page/journal/14678292/homepage/forauthors.html	found in CSL metadata
annals-of-the-new-york-academy-of-sciences	elsevier-with-titles	1.0000	0.0000	0.0000	https://nyaspubs.onlinelibrary.wiley.com/hub/journal/17496632/author-guidelines.html	found in CSL metadata
aporia-the-nursing-journal	elsevier-with-titles	1.0000	0.0000	0.0000	https://uottawa.scholarsportal.info/ottawa/index.php/aporia/about/submissions#authorGuidelines	found in CSL metadata
applied-spectroscopy-reviews	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.tandfonline.com/action/authorSubmission?journalCode=laps20&amp;page=instructions	found in CSL metadata
applied-spectroscopy	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.s-a-s.org/journal/authguide/	found in CSL metadata
aquatic-living-resources	elsevier-harvard	1.0000	0.0500	0.0000	http://journals.cambridge.org/images/fileUpload/images/ALR-InstructionsApr13.pdf	found in CSL metadata
arcadia-science	elsevier-harvard	1.0000	1.0000	0.0000	https://research.arcadiascience.com/pub/perspective-publishing-round-one	found in CSL metadata
archives-of-hand-and-microsurgery	elsevier-with-titles	1.0000	1.0000	0.0000	https://submit.handmicro.org/about/Author.php	found in CSL metadata
archives-of-medical-research	elsevier-with-titles	1.0000	0.0000	0.0000	https://www.elsevier.com/journals/archives-of-medical-research/0188-4409/guide-for-authors	found in CSL metadata
archives-of-physical-medicine-and-rehabilitation	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.archives-pmr.org/authorinfo#preparation	found in CSL metadata
archivos-de-bronconeumologia	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.archbronconeumol.org/es/guia-autores/	found in CSL metadata
archivos-de-la-sociedad-espanola-de-oftalmologia	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.elsevier.com/journals/archivos-de-la-sociedad-espanola-de-oftalmologia/0365-6691/guide-for-authors	found in CSL metadata
archivos-peruanos-de-cardiologia-y-cirugia-cardiovascular	elsevier-with-titles	1.0000	0.0000	0.0000	https://apcyccv.org.pe/index.php/apccc/instrucciones	found in CSL metadata
arhiv-za-higijenu-rada-i-toksikologiju	elsevier-with-titles	1.0000	1.0000	0.0000	https://hrcak.srce.hr/aiht?lang=en	found in CSL metadata
artery-research	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.elsevier.com/journals/artery-research/1872-9312/guide-for-authors	found in CSL metadata
arthropod-systematics-and-phylogeny	elsevier-harvard	1.0000	0.0500	0.0000	https://arthropod-systematics.arphahub.com/about#CopyeditingInstructions	found in CSL metadata
arzneimitteltherapie	elsevier-with-titles	1.0000	0.9500	0.0000	http://www.arzneimitteltherapie.de/services/autorenhinweise.html	found in CSL metadata
asa-cssa-sssa	springer-basic-author-date	1.0000	0.1000	0.0000	https://dl.sciencesocieties.org/publications/style/	found in CSL metadata
asian-journal-of-neurosurgery	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.asianjns.org/contributors.asp	found in CSL metadata
atlas-of-genetics-and-cytogenetics-in-oncology-and-haematology	elsevier-harvard	1.0000	1.0000	0.0000	http://atlasgeneticsoncology.org/BackpageAuthors.html#CONTRIBUTION	found in CSL metadata
australian-dental-journal	elsevier-with-titles	1.0000	0.0000	0.0000	https://onlinelibrary.wiley.com/page/journal/18347819/homepage/forauthors.html	found in CSL metadata
australian-veterinary-journal	elsevier-with-titles	1.0000	0.0000	0.0000	http://mc.manuscriptcentral.com/societyimages/avj/AVJ-IFA-2006.pdf	found in CSL metadata
avian-conservation-and-ecology	elsevier-harvard	1.0000	0.0500	0.0000	http://www.ace-eco.org/about/submissions.php#literaturecited	found in CSL metadata
avian-diseases	elsevier-with-titles	1.0000	0.0000	0.0000	https://meridian.allenpress.com/avian-diseases/pages/author-guidelines	found in CSL metadata
baghdad-science-journal	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.csw-journal.org/myfile/Guidelines%20for%20Authors%20E.pdf	found in CSL metadata
baishideng-publishing-group	elsevier-with-titles	1.0000	1.0000	0.0000	https://www.wjgnet.com/1948-5182/	found in CSL metadata
beilstein-journal-of-organic-chemistry	elsevier-with-titles	1.0000	1.0000	0.0000	https://www.beilstein-journals.org/bjoc/authorInstructions	found in CSL metadata
berlin-school-of-economics-and-law-international-marketing-management	springer-basic-author-date	1.0000	0.1500	0.0000	https://github.com/citation-style-language/styles/files/2571346/GuidelinesforThesisWriting-English-Okt.2017.pdf	found in CSL metadata
bibliotheque-universitaire-de-medecine-vancouver	elsevier-with-titles	1.0000	0.0000	0.0000	https://www.bium.ch/guide-vancouver/	found in CSL metadata
biochemical-journal	elsevier-with-titles	1.0000	0.7500	0.0000	https://portlandpress.com/biochemj/pages/submission_checklist#References	found in CSL metadata
biochemistry-and-molecular-biology-education	elsevier-with-titles	1.0000	1.0000	0.0000	http://iubmb.onlinelibrary.wiley.com/hub/journal/10.1002/(ISSN)1539-3429/about/author-guidelines.html	found in CSL metadata
biochemistry	elsevier-with-titles	1.0000	0.0000	0.0000	http://pubs.acs.org/paragonplus/submission/bichaw/bichaw_authguide.pdf	found in CSL metadata
biochimica-et-biophysica-acta	elsevier-with-titles	1.0000	1.0000	1.0000	http://www.elsevier.com/journals/bba-biomembranes/0005-2736/guide-for-authors#68000	found in CSL metadata
bioethics	ieee	1.0000	0.6500	0.0000	https://onlinelibrary.wiley.com/page/journal/14678519/homepage/forauthors.html#3	found in CSL metadata
biofuel-research-journal	elsevier-harvard	1.0000	0.9500	0.0000	https://www.biofueljournal.com/journal/authors.note	found in CSL metadata
biological-and-pharmaceutical-bulletin	elsevier-with-titles	1.0000	0.0000	0.0000	http://bpb.pharm.or.jp/document/inst_e.pdf	found in CSL metadata
biological-psychiatry	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.elsevier.com/journals/biological-psychiatry/0006-3223/guide-for-authors	found in CSL metadata
biologiceskie-membrany	elsevier-with-titles	1.0000	0.7500	0.0000	https://sciencejournals.ru/journals/biomem/guid.pdf	found in CSL metadata
biology-of-reproduction	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.biolreprod.org/site/IforA/BOR_InfoForAuthors_2013-04-19.pdf	found in CSL metadata
biomed-central	elsevier-with-titles	1.0000	0.7500	0.0000	http://bmcbioinformatics.biomedcentral.com/submission-guidelines/preparing-your-manuscript/research-article	found in CSL metadata
biomed-research-international	elsevier-with-titles	1.0000	0.7500	0.0000	http://www.hindawi.com/journals/bmri/guidelines/	found in CSL metadata
biomolecular-concepts	elsevier-with-titles	1.0000	0.7500	0.0000	https://www.degruyter.com/publication/journal_key/BMC/downloadAsset/BMC_Instruction for Authors.pdf	found in CSL metadata
biophysical-journal	elsevier-with-titles	1.0000	0.0000	0.0000	http://download.cell.com/images/edimages/Biophys/Instructions_to_Authors.pdf	found in CSL metadata
biophysics-and-physicobiology	elsevier-with-titles	1.0000	1.0000	0.0000	https://www.biophys.jp/biophysics_and_physicobiology03.html	found in CSL metadata
biopolymers	elsevier-with-titles	1.0000	0.0000	0.0000	http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291097-0282/homepage/ForAuthors.html	found in CSL metadata
bioresources	springer-basic-author-date	1.0000	0.5000	0.0000	https://www.ncsu.edu/bioresources/BioRes_Article_Template_Styles.docx	found in CSL metadata
biotechniques	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.biotechniques.com/multimedia/archive/00082/Instructions_for_Aut_82363a.pdf	found in CSL metadata
biotechnology-and-bioprocess-engineering	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.zotero.org/styles/trends-journals	found in CSL metadata
bmj	elsevier-with-titles	1.0000	1.0000	0.0000	http://group.bmj.com/products/journals/instructions-for-authors/formatting#references	found in CSL metadata
boletin-de-la-sociedad-geologica-mexicana	elsevier-harvard	1.0000	0.9500	0.0000	http://boletinsgm.igeolcu.unam.mx/bsgm/index.php/instrucciones-instructions	found in CSL metadata
boletin-de-pediatria	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.sccalp.org/normas-para-la-presentacion-y-publicacion-de-trabajos-en-el-boletin-de-pediatria#Presentacion	found in CSL metadata
bollettino-della-societa-italiana-di-paleontologia	elsevier-harvard	1.0000	0.9500	0.0000	https://www.paleoitalia.it/bollettino-spi/notes-for-authors/	found in CSL metadata
boreal-environment-research	springer-basic-author-date	1.0000	0.7000	0.0000	http://www.borenv.net/	found in CSL metadata
borgyogyaszati-es-venerologiai-szemle	elsevier-with-titles	1.0000	0.0000	0.0000	https://www.bium.ch/guide-vancouver/	found in CSL metadata
brazilian-journal-of-infectious-diseases	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.elsevier.com/journals/brazilian-journal-of-infectious-diseases/1413-8670/guide-for-authors	found in CSL metadata
brazilian-oral-research	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.scielo.br/revistas/bor/iinstruc.htm	found in CSL metadata
british-journal-of-anaesthesia	elsevier-with-titles	1.0000	0.0000	0.0000	https://bjanaesthesia.org/content/authorinfo	found in CSL metadata
british-journal-of-nutrition	elsevier-with-titles	1.0000	0.0000	0.0000	https://www.cambridge.org/core/journals/british-journal-of-nutrition/information/author-instructions/preparing-your-materials	found in CSL metadata
british-journal-of-surgery	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.bjs.co.uk/view/instructionsToAuthors.html	found in CSL metadata
budownictwo-i-architektura-pl	ieee	1.0000	1.0000	0.0000	http://bud-arch.pollub.pl/index.php/pl/dla-autorow/	found in CSL metadata
bulletin-du-centre-detudes-medievales-dauxerre	elsevier-with-titles	1.0000	0.0000	0.0000	http://cem.revues.org/index522.html#tocfrom1n3	found in CSL metadata
bulletin-of-applied-glycoscience	elsevier-with-titles	1.0000	0.0000	0.0000	https://www.jstage.jst.go.jp/browse/bag	found in CSL metadata
byzantina-symmeikta	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.byzsym.org/index.php/bz/about/submissions#authorGuidelines	found in CSL metadata
cambridge-journal-of-economics	elsevier-harvard	1.0000	0.9000	0.0000	https://academic.oup.com/cje/pages/General_Instructions	found in CSL metadata
cambridge-university-press-author-date-cambridge-a	elsevier-harvard	1.0000	0.0500	0.0000	https://www.cambridge.org/core/services/aop-file-manager/file/620ce449008b051e8363e1bf/0219-AH-Guide-Cambridge-Reference-Styles-Feb22.pdf	found in CSL metadata
cambridge-university-press-author-date	elsevier-harvard	1.0000	0.0500	0.0000	https://www.cambridge.org/core/services/aop-file-manager/file/610be5e3a1acae0932de3cca/Cambridge-Reference-Styles.pdf	found in CSL metadata
cambridge-university-press-numeric	elsevier-with-titles	1.0000	0.7500	0.0000	https://authornet.cambridge.org/information/academic/guidelines_for_authors.asp	found in CSL metadata
canadian-geotechnical-journal	elsevier-harvard	1.0000	0.0500	0.0000	https://www.nrcresearchpress.com/page/cgj/authors#9d	found in CSL metadata
canadian-journal-of-chemistry	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.nrcresearchpress.com/page/cjc/authors	found in CSL metadata
canadian-journal-of-dietetic-practice-and-research	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.dietitians.ca/Downloadable-Content/Public/guide_for_authors.aspx	found in CSL metadata
canadian-journal-of-earth-sciences	elsevier-harvard	1.0000	0.0500	0.0000	http://www.nrcresearchpress.com/page/cjes/authors#9d	found in CSL metadata
canadian-journal-of-fisheries-and-aquatic-sciences	elsevier-harvard	1.0000	0.0500	0.0000	http://www.nrcresearchpress.com/page/cjfas/authors	found in CSL metadata
canadian-journal-of-mineralogy-and-petrology	springer-basic-author-date	1.0000	0.6500	0.0000	https://mac-amc.myshopify.com/pages/submit-author-information	found in CSL metadata
canadian-journal-of-physics	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.nrcresearchpress.com/page/cjp/authors#9d	found in CSL metadata
canadian-journal-of-public-health	elsevier-with-titles	1.0000	0.0000	0.0000	https://journal.cpha.ca/index.php/cjph/about/submissions#authorGuidelines	found in CSL metadata
canadian-journal-of-remote-sensing	elsevier-harvard	1.0000	1.0000	0.0000	https://www.tandfonline.com/journals/ujrs20	found in CSL metadata
canadian-journal-of-soil-science	elsevier-harvard	1.0000	0.0500	0.0000	http://www.nrcresearchpress.com/page/cjss/authors#21	found in CSL metadata
cancer-biomarkers	elsevier-with-titles	1.0000	1.0000	1.0000	https://www.iospress.com/catalog/journals/cancer-biomarkers	found in CSL metadata
cancer-drug-resistance	elsevier-with-titles	1.0000	1.0000	0.0000	https://cdrjournal.com/pages/view/author_instructions	found in CSL metadata
cardiff-university-vancouver	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.nlm.nih.gov/bsd/uniform_requirements.html	found in CSL metadata
cardiocore	elsevier-with-titles	1.0000	0.0000	0.0000	http://www.elsevier.com/journals/cardiocore/1889-898X/guide-for-authors	found in CSL metadata
cell-numeric	elsevier-with-titles	1.0000	1.0000	0.0000	http://www.cell.com/current-biology/authors	found in CSL metadata
cell-research	elsevier-with-titles	1.0000	1.0000	0.0000	http://mts-cr.nature.com/cgi-bin/main.plex?form_type=display_auth_instructions	found in CSL metadata
cell	elsevier-with-titles	1.0000	0.0000	0.0000	https://www.cell.com/cell/authors	found in CSL metadata
cellular-and-molecular-bioengineering	elsevier-with-titles	1.0000	0.7500	0.0000	https://link.springer.com/journal/12195/submission-guidelines#Instructions%20for%20Authors_References	found in CSL metadata
chemical-and-pharmaceutical-bulletin	elsevier-with-titles	1.0000	0.0000	0.0000	http://cpb.pharm.or.jp/document/inst_e.pdf	found in CSL metadata
chemical-biology-and-drug-design	elsevier-with-titles	1.0000	1.0000	0.0000	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-0285/homepage/ForAuthors.html	found in CSL metadata
chest	elsevier-with-titles	1.0000	0.0000	0.0000	http://journal.publications.chestnet.org/ss/forauthors.aspx#References	found in CSL metadata
chicago-author-date-17th-edition	taylor-and-francis-chicago-author-date	1.0000	1.0000	1.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-in-text-shortened-author-title-no-url	chicago-shortened-notes-bibliography	1.0000	0.0000	1.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-in-text-shortened-author-title	chicago-shortened-notes-bibliography	1.0000	0.0000	1.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-shortened-notes-bibliography-access-dates	chicago-shortened-notes-bibliography	1.0000	1.0000	1.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-shortened-notes-bibliography-archive-place-first-no-url	chicago-shortened-notes-bibliography	1.0000	1.0000	0.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-shortened-notes-bibliography-archive-place-first	chicago-shortened-notes-bibliography	1.0000	1.0000	0.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-shortened-notes-bibliography-classic-archive-place-first-no-url	chicago-shortened-notes-bibliography	1.0000	1.0000	0.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-shortened-notes-bibliography-classic-archive-place-first	chicago-shortened-notes-bibliography	1.0000	1.0000	0.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-shortened-notes-bibliography-classic-no-url	chicago-shortened-notes-bibliography	1.0000	1.0000	1.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-shortened-notes-bibliography-classic	chicago-shortened-notes-bibliography	1.0000	1.0000	1.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chicago-shortened-notes-bibliography-no-url	chicago-shortened-notes-bibliography	1.0000	1.0000	1.0000	https://www.chicagomanualofstyle.org/	found in CSL metadata
chimia	elsevier-with-titles	1.0000	1.0000	0.0000	https://chimia.ch/index.php?option=com_content&amp;view=category&amp;layout=blog&amp;id=109&amp;Itemid=489&amp;lang=en	found in CSL metadata
chinese-medical-journal	elsevier-with-titles	1.0000	1.0000	0.0000	http://edmgr.ovid.com/cmj/accounts/ifauth.htm	found in CSL metadata
